timestamp,source,action,details
1777627695.3487122,USB_RELAY,on,relay=3;response=3  >relay
1777627695.3601642,USB_RELAY,off,relay=3;response=off 3  >
1777627698.3629422,USB_RELAY,on,relay=3;response=relay on
1777627698.374491,USB_RELAY,off,relay=3;response=3  >relay
1777627701.3771608,USB_RELAY,on,relay=3;response=off 3  >
1777627701.3888955,USB_RELAY,off,relay=3;response=relay on
1777627704.389341,USB_RELAY,on,relay=3;response=3  >relay
1777627704.402318,USB_RELAY,off,relay=3;response=off 3  >
1777627707.405237,USB_RELAY,on,relay=3;response=relay on
1777627707.4164608,USB_RELAY,off,relay=3;response=3  >relay
1777627710.4183385,USB_RELAY,on,relay=3;response=off 3  >
1777627710.4314547,USB_RELAY,off,relay=3;response=relay on
1777627713.4334278,USB_RELAY,on,relay=3;response=3  >relay
1777627713.4452271,USB_RELAY,off,relay=3;response=off 3  >
1777627716.4479535,USB_RELAY,on,relay=3;response=relay on
1777627716.4592016,USB_RELAY,off,relay=3;response=3  >relay
1777627719.4626284,USB_RELAY,on,relay=3;response=off 3  >
1777627719.4731438,USB_RELAY,off,relay=3;response=relay on
1777627722.4742882,USB_RELAY,on,relay=3;response=3  >relay
1777627722.48769,USB_RELAY,off,relay=3;response=off 3  >
1777627725.5492694,STM_PIN,high,pin=7
1777627725.550274,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777627739.6033063,STM_PIN,low,pin=7
1777627739.6033063,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777627742.717783,STM_PIN,low,pin=6
1777627742.718785,POLARITY,cool,pin=6
1777627742.7700775,STM_PIN,high,pin=7
1777627742.7737193,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777627993.1840253,STM_PIN,low,pin=7
1777627993.1840253,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777627993.2370663,USB_RELAY,on,relay=3;response=relay on
1777627993.2582748,USB_RELAY,off,relay=3;response=3  >relay
1777627996.2620144,USB_RELAY,on,relay=3;response=off 3  >
1777627996.2740932,USB_RELAY,off,relay=3;response=relay on
1777627999.2759588,USB_RELAY,on,relay=3;response=3  >relay
1777627999.288108,USB_RELAY,off,relay=3;response=off 3  >
1777628002.2917068,USB_RELAY,on,relay=3;response=relay on
1777628002.3051515,USB_RELAY,off,relay=3;response=3  >relay
1777628005.3076851,USB_RELAY,on,relay=3;response=off 3  >
1777628005.3211036,USB_RELAY,off,relay=3;response=relay on
1777628008.3248327,USB_RELAY,on,relay=3;response=3  >relay
1777628008.3375735,USB_RELAY,off,relay=3;response=off 3  >
1777628011.3419595,USB_RELAY,on,relay=3;response=relay on
1777628011.3535147,USB_RELAY,off,relay=3;response=3  >relay
1777628014.3552842,USB_RELAY,on,relay=3;response=off 3  >
1777628014.3688726,USB_RELAY,off,relay=3;response=relay on
1777628017.3720334,USB_RELAY,on,relay=3;response=3  >relay
1777628017.3856156,USB_RELAY,off,relay=3;response=off 3  >
1777628020.3865862,USB_RELAY,on,relay=3;response=relay on
1777628020.399807,USB_RELAY,off,relay=3;response=3  >relay
1777628023.40132,USB_RELAY,on,relay=3;response=off 3  >
1777628023.4152007,USB_RELAY,off,relay=3;response=relay on
1777628026.4171073,USB_RELAY,on,relay=3;response=3  >relay
1777628026.4321158,USB_RELAY,off,relay=3;response=off 3  >
1777628029.501871,STM_PIN,high,pin=7
1777628029.5029411,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777628076.7025976,STM_PIN,low,pin=7
1777628076.7025976,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777628079.812026,STM_PIN,high,pin=6
1777628079.812026,POLARITY,heat,pin=6
1777628079.8456395,STM_PIN,high,pin=7
1777628079.8456395,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777628136.8899486,STM_PIN,low,pin=7
1777628136.8909376,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777628136.9459326,USB_RELAY,on,relay=3;response=relay on
1777628136.9591851,USB_RELAY,off,relay=3;response=3  >relay
1777628139.9623725,USB_RELAY,on,relay=3;response=off 3  >
1777628139.976299,USB_RELAY,off,relay=3;response=relay on
1777628142.9806058,USB_RELAY,on,relay=3;response=3  >relay
1777628142.992114,USB_RELAY,off,relay=3;response=off 3  >
1777628145.996278,USB_RELAY,on,relay=3;response=relay on
1777628146.007688,USB_RELAY,off,relay=3;response=3  >relay
1777628149.0126867,USB_RELAY,on,relay=3;response=off 3  >
1777628149.0233426,USB_RELAY,off,relay=3;response=relay on
1777628152.0243142,USB_RELAY,on,relay=3;response=3  >relay
1777628152.0378797,USB_RELAY,off,relay=3;response=off 3  >
1777628155.0414882,USB_RELAY,on,relay=3;response=relay on
1777628155.0534067,USB_RELAY,off,relay=3;response=3  >relay
1777628158.0575328,USB_RELAY,on,relay=3;response=off 3  >
1777628158.0687816,USB_RELAY,off,relay=3;response=relay on
1777628161.0715368,USB_RELAY,on,relay=3;response=3  >relay
1777628161.0855381,USB_RELAY,off,relay=3;response=off 3  >
1777628164.088575,USB_RELAY,on,relay=3;response=relay on
1777628164.1020708,USB_RELAY,off,relay=3;response=3  >relay
1777628167.105409,USB_RELAY,on,relay=3;response=off 3  >
1777628167.1190667,USB_RELAY,off,relay=3;response=relay on
1777628170.1220384,USB_RELAY,on,relay=3;response=3  >relay
1777628170.135034,USB_RELAY,off,relay=3;response=off 3  >
1777628173.1377094,USB_RELAY,on,relay=3;response=relay on
1777628173.149108,USB_RELAY,off,relay=3;response=3  >relay
1777628176.1527483,USB_RELAY,on,relay=3;response=off 3  >
1777628176.1644976,USB_RELAY,off,relay=3;response=relay on
1777628179.1695528,USB_RELAY,on,relay=3;response=3  >relay
1777628179.1807933,USB_RELAY,off,relay=3;response=off 3  >
1777628182.1846437,USB_RELAY,on,relay=3;response=relay on
1777628182.1959383,USB_RELAY,off,relay=3;response=3  >relay
1777628185.1984904,USB_RELAY,on,relay=3;response=off 3  >
1777628185.2100906,USB_RELAY,off,relay=3;response=relay on
1777628188.2838316,STM_PIN,high,pin=7
1777628188.2838316,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777628206.201206,STM_PIN,low,pin=7
1777628206.2022145,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777628209.316864,STM_PIN,low,pin=6
1777628209.32145,POLARITY,cool,pin=6
1777628209.3491719,STM_PIN,high,pin=7
1777628209.3501492,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777628469.6857486,STM_PIN,low,pin=7
1777628469.6857486,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777628469.7433722,USB_RELAY,on,relay=3;response=3  >relay
1777628469.7616155,USB_RELAY,off,relay=3;response=off 3  >
1777628472.7630987,USB_RELAY,on,relay=3;response=relay on
1777628472.7758439,USB_RELAY,off,relay=3;response=3  >relay
1777628475.7797217,USB_RELAY,on,relay=3;response=off 3  >
1777628475.7904415,USB_RELAY,off,relay=3;response=relay on
1777628478.7937407,USB_RELAY,on,relay=3;response=3  >relay
1777628478.8055904,USB_RELAY,off,relay=3;response=off 3  >
1777628481.8067667,USB_RELAY,on,relay=3;response=relay on
1777628481.8195965,USB_RELAY,off,relay=3;response=3  >relay
1777628484.82287,USB_RELAY,on,relay=3;response=off 3  >
1777628484.8341253,USB_RELAY,off,relay=3;response=relay on
1777628487.839483,USB_RELAY,on,relay=3;response=3  >relay
1777628487.8500133,USB_RELAY,off,relay=3;response=off 3  >
1777628490.852561,USB_RELAY,on,relay=3;response=relay on
1777628490.8650923,USB_RELAY,off,relay=3;response=3  >relay
1777628493.8684585,USB_RELAY,on,relay=3;response=off 3  >
1777628493.8801994,USB_RELAY,off,relay=3;response=relay on
1777628496.8835158,USB_RELAY,on,relay=3;response=3  >relay
1777628496.895672,USB_RELAY,off,relay=3;response=off 3  >
1777628499.8977096,USB_RELAY,on,relay=3;response=relay on
1777628499.9107358,USB_RELAY,off,relay=3;response=3  >relay
1777628502.9139729,USB_RELAY,on,relay=3;response=off 3  >
1777628502.9256604,USB_RELAY,off,relay=3;response=relay on
1777628505.9274247,USB_RELAY,on,relay=3;response=3  >relay
1777628505.9411962,USB_RELAY,off,relay=3;response=off 3  >
1777628508.9459026,USB_RELAY,on,relay=3;response=relay on
1777628508.958463,USB_RELAY,off,relay=3;response=3  >relay
1777628511.9614244,USB_RELAY,on,relay=3;response=off 3  >
1777628511.9749072,USB_RELAY,off,relay=3;response=relay on
1777628514.9791198,USB_RELAY,on,relay=3;response=3  >relay
1777628514.9914858,USB_RELAY,off,relay=3;response=off 3  >
1777628517.9965672,USB_RELAY,on,relay=3;response=relay on
1777628518.0074809,USB_RELAY,off,relay=3;response=3  >relay
1777628521.008971,USB_RELAY,on,relay=3;response=off 3  >
1777628521.022657,USB_RELAY,off,relay=3;response=relay on
1777628524.027011,USB_RELAY,on,relay=3;response=3  >relay
1777628524.0378659,USB_RELAY,off,relay=3;response=off 3  >
1777628527.0416472,USB_RELAY,on,relay=3;response=relay on
1777628527.0530505,USB_RELAY,off,relay=3;response=3  >relay
1777628530.0551553,USB_RELAY,on,relay=3;response=off 3  >
1777628530.067001,USB_RELAY,off,relay=3;response=relay on
1777628533.0685916,USB_RELAY,on,relay=3;response=3  >relay
1777628533.0817752,USB_RELAY,off,relay=3;response=off 3  >
1777628536.0869024,USB_RELAY,on,relay=3;response=relay on
1777628536.0981045,USB_RELAY,off,relay=3;response=3  >relay
1777628539.1896133,STM_PIN,high,pin=7
1777628539.1896133,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777628609.7912776,STM_PIN,low,pin=7
1777628609.7912776,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777628612.952374,STM_PIN,high,pin=6
1777628612.952374,POLARITY,heat,pin=6
1777628612.9686196,STM_PIN,high,pin=7
1777628612.9686196,PELTIER_SWITCH,on,pin=7;reason=set_temp_stream
1777628670.1785195,STM_PIN,low,pin=7
1777628670.1785195,PELTIER_SWITCH,off,pin=7;reason=set_temp_stream_done
1777628670.2314107,USB_RELAY,on,relay=3;response=off 3  >
1777628670.2464614,USB_RELAY,off,relay=3;response=relay on
1777628673.2477293,USB_RELAY,on,relay=3;response=3  >relay
1777628673.260989,USB_RELAY,off,relay=3;response=off 3  >
1777628676.2638052,USB_RELAY,on,relay=3;response=relay on
1777628676.278552,USB_RELAY,off,relay=3;response=3  >relay
1777628679.282249,USB_RELAY,on,relay=3;response=off 3  >
1777628679.2951186,USB_RELAY,off,relay=3;response=relay on
1777628682.3227553,USB_RELAY,on,relay=3;response=3  >relay
1777628682.3332577,USB_RELAY,off,relay=3;response=off 3  >
1777628685.3353143,USB_RELAY,on,relay=3;response=relay on
1777628685.3490815,USB_RELAY,off,relay=3;response=3  >relay
1777628688.3505867,USB_RELAY,on,relay=3;response=off 3  >
1777628688.3645458,USB_RELAY,off,relay=3;response=relay on
1777628691.3676364,USB_RELAY,on,relay=3;response=3  >relay
1777628691.3810108,USB_RELAY,off,relay=3;response=off 3  >
1777628694.3828766,USB_RELAY,on,relay=3;response=relay on
1777628694.39453,USB_RELAY,off,relay=3;response=3  >relay
1777628697.3988502,USB_RELAY,on,relay=3;response=off 3  >
1777628697.410921,USB_RELAY,off,relay=3;response=relay on
1777628700.413128,USB_RELAY,on,relay=3;response=3  >relay
1777628700.4262018,USB_RELAY,off,relay=3;response=off 3  >
1777628703.4295735,USB_RELAY,on,relay=3;response=relay on
1777628703.4419668,USB_RELAY,off,relay=3;response=3  >relay
1777628706.4464192,USB_RELAY,on,relay=3;response=off 3  >
1777628706.4577613,USB_RELAY,off,relay=3;response=relay on
1777628709.4618201,USB_RELAY,on,relay=3;response=3  >relay
1777628709.4738178,USB_RELAY,off,relay=3;response=off 3  >
1777628712.4773848,USB_RELAY,on,relay=3;response=relay on
1777628712.4884663,USB_RELAY,off,relay=3;response=3  >relay
1777628715.4924634,USB_RELAY,on,relay=3;response=off 3  >
1777628715.5047555,USB_RELAY,off,relay=3;response=relay on
1777628718.5055587,USB_RELAY,on,relay=3;response=3  >relay
1777628718.5185776,USB_RELAY,off,relay=3;response=off 3  >
1777628721.5218024,USB_RELAY,on,relay=3;response=relay on
1777628721.5326586,USB_RELAY,off,relay=3;response=3  >relay
1777628724.533679,USB_RELAY,on,relay=3;response=off 3  >
1777628724.5493464,USB_RELAY,off,relay=3;response=relay on
1777628727.550426,USB_RELAY,on,relay=3;response=3  >relay
1777628727.5639074,USB_RELAY,off,relay=3;response=off 3  >
1777628730.5666084,USB_RELAY,on,relay=3;response=relay on
1777628730.579597,USB_RELAY,off,relay=3;response=3  >relay
1777628733.581151,USB_RELAY,on,relay=3;response=off 3  >
1777628733.5948582,USB_RELAY,off,relay=3;response=relay on
1777628736.596902,USB_RELAY,on,relay=3;response=3  >relay
1777628736.6089013,USB_RELAY,off,relay=3;response=off 3  >
1777628739.6122074,USB_RELAY,on,relay=3;response=relay on
1777628739.6235647,USB_RELAY,off,relay=3;response=3  >relay
1777628742.6255107,USB_RELAY,on,relay=3;response=off 3  >
1777628742.6388428,USB_RELAY,off,relay=3;response=relay on
1777628745.6426337,USB_RELAY,on,relay=3;response=3  >relay
1777628745.6534548,USB_RELAY,off,relay=3;response=off 3  >
1777628748.6549826,USB_RELAY,on,relay=3;response=relay on
1777628748.6681342,USB_RELAY,off,relay=3;response=3  >relay
1777628751.6733584,USB_RELAY,on,relay=3;response=off 3  >
1777628751.6846287,USB_RELAY,off,relay=3;response=relay on
1777628754.6857219,USB_RELAY,on,relay=3;response=3  >relay
1777628754.6993523,USB_RELAY,off,relay=3;response=off 3  >
1777628757.7017655,USB_RELAY,on,relay=3;response=relay on
1777628757.7144854,USB_RELAY,off,relay=3;response=3  >relay
1777628760.7181568,USB_RELAY,on,relay=3;response=off 3  >
1777628760.7301838,USB_RELAY,off,relay=3;response=relay on
1777628763.7325025,USB_RELAY,on,relay=3;response=3  >relay
1777628763.747692,USB_RELAY,off,relay=3;response=off 3  >
